frame_number,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.000,-0.136,9.764,1.889,-2.46565,1.77099,-1.21374
1,0.033,0.035,9.748,1.909,-4.64652,2.46738,-0.90041
2,0.067,0.040,9.751,1.787,-4.91482,2.97906,-1.10861
3,0.100,0.098,9.876,1.733,-4.70441,2.34080,-1.30184
4,0.133,0.035,9.885,1.781,-2.95698,2.39609,-1.65485
5,0.167,0.027,9.879,1.616,-3.18975,2.12443,-2.17452
6,0.200,0.041,9.876,1.779,-2.14183,1.02909,-2.20221
7,0.233,0.099,9.914,1.812,-1.42805,0.59091,-2.33882
8,0.267,0.117,9.939,1.777,-1.12284,-0.53794,-2.72938
9,0.300,0.071,9.766,1.753,-2.16002,-0.27477,-3.43512
10,0.333,0.100,9.744,1.593,-2.53239,-0.61174,-3.36550
11,0.367,0.108,9.853,1.723,-2.74870,-0.72576,-3.76501
12,0.400,0.198,9.881,1.900,-2.19568,-1.12437,-3.69987
13,0.433,0.249,9.936,1.703,-1.89626,-2.20489,-3.62231
14,0.467,0.107,9.672,1.625,-2.68254,-0.91228,-2.24075
15,0.500,0.081,9.693,1.565,-1.67503,-2.97264,-0.16026
16,0.533,0.008,9.778,1.435,-1.49403,-3.31507,-0.88455
17,0.567,-0.136,9.993,1.198,-2.32141,-0.62874,-4.14880
18,0.600,0.020,10.152,1.170,-1.02176,1.53884,-5.28186
19,0.633,-0.113,10.268,1.402,1.42184,2.85690,-2.36656
20,0.667,-0.167,10.088,1.580,7.19178,2.33082,-0.47868
21,0.700,0.122,9.375,1.646,5.53291,4.54519,-3.60938
22,0.733,0.030,9.392,1.315,-1.41130,4.46409,-3.76694
23,0.767,0.200,10.096,1.477,-3.29312,5.01579,-4.57164
24,0.800,0.226,10.349,1.515,3.11576,3.65983,-3.44688
25,0.833,0.211,9.746,1.730,7.81550,8.61288,1.61225
26,0.867,-0.150,10.043,1.947,14.69077,16.33742,5.95612
27,0.900,-0.148,10.012,1.380,18.42381,20.48829,7.25643
28,0.933,0.674,10.098,1.374,16.34621,17.93998,6.83594
29,0.967,1.562,10.311,0.958,9.98002,13.08087,1.71114
30,1.000,1.182,10.620,1.329,8.56278,10.74184,-5.30934
31,1.033,0.228,10.046,1.048,13.23459,14.70805,-7.94116
32,1.067,0.322,9.280,1.101,16.11073,14.86216,-4.59080
33,1.100,0.778,9.531,0.873,13.74080,14.06188,-2.88946
34,1.133,1.115,9.611,0.895,12.34773,8.28515,-3.19732
35,1.167,1.201,9.557,0.699,8.14828,3.29901,-4.48876
36,1.200,1.358,9.398,0.488,0.44612,1.89689,-1.43261
37,1.233,1.491,9.687,-0.053,-8.50648,-4.85856,-2.30165
38,1.267,1.535,9.972,0.156,-8.09116,-8.55000,-5.47121
39,1.300,1.362,10.370,1.191,6.40687,-6.73467,-4.47017
40,1.333,0.259,11.312,2.755,3.76138,-0.72048,-8.25674
41,1.367,-1.173,10.362,3.491,0.66252,3.78084,-3.76357
42,1.400,-0.037,9.819,2.854,-8.73686,6.59828,13.46133
43,1.433,0.663,10.242,3.112,-18.41892,2.22149,12.50000
44,1.467,0.037,9.195,2.351,-11.66167,0.50026,11.78122
45,1.500,-1.148,8.676,3.127,-6.23367,15.24928,4.48568
46,1.533,-1.979,9.409,3.450,0.88152,16.08993,6.57273
47,1.567,-0.040,10.198,3.662,6.36909,10.89454,9.98537
48,1.600,0.891,10.762,2.696,8.01157,-3.40054,16.77629
49,1.633,0.316,10.132,2.379,11.71621,-16.85795,4.45607
50,1.667,0.065,9.775,2.454,12.04767,-22.59438,-9.96410
51,1.700,-0.862,9.828,1.328,26.50378,-22.06019,-12.42715
52,1.733,-2.427,7.443,0.472,23.27638,-19.11472,-6.06869
53,1.767,-2.785,3.266,-1.495,12.92841,29.60104,0.43936
54,1.800,-2.402,2.680,-1.676,34.19663,57.52799,-2.43057
55,1.833,-2.340,4.871,1.763,-2.90316,39.65276,-20.47951
56,1.867,6.757,19.613,12.478,-199.01029,-28.56262,2.72685
57,1.900,-1.276,19.057,4.426,44.72916,-79.43464,-15.81067
58,1.933,-0.647,10.314,4.656,-13.15907,12.71441,-25.60232
59,1.967,-1.177,11.405,4.354,7.81094,25.00781,-4.07520
60,2.000,0.643,6.671,3.255,8.60279,7.67606,1.77530
61,2.033,1.974,6.438,2.609,-18.16340,3.82986,-9.08609
62,2.067,2.518,6.679,3.260,-7.47780,-6.73319,-6.32444
63,2.100,1.618,6.558,3.708,-2.03490,-12.81873,0.20525
64,2.133,0.663,8.171,3.532,-8.66963,-8.53875,-0.05367
65,2.167,0.049,10.344,2.767,-18.77931,-7.40172,-2.25645
66,2.200,0.671,10.855,1.981,-9.20963,-0.99748,1.42155
67,2.233,0.403,9.699,1.937,-4.52921,5.28397,-3.18232
68,2.267,0.110,9.248,1.777,-7.87229,11.31750,-2.82572
69,2.300,0.270,9.599,1.633,-14.58792,15.19570,0.63710
70,2.333,1.044,10.366,1.325,-8.26638,12.59745,8.68688
71,2.367,1.825,9.833,1.662,3.66208,5.65383,6.87955
72,2.400,1.715,9.553,1.396,0.89466,-6.54904,2.77817
73,2.433,1.064,9.643,1.111,-2.59932,-12.49179,4.09820
74,2.467,0.892,9.718,0.989,-4.37437,-15.48351,5.34305
75,2.500,0.795,9.923,1.012,-1.58895,-17.38226,4.78738
76,2.533,0.900,9.886,0.845,0.39558,-19.59549,6.92549
77,2.567,0.794,10.599,0.969,7.43945,-25.12219,8.25480
78,2.600,1.068,11.080,0.857,15.09895,-31.39989,7.32415
79,2.633,0.301,11.377,1.302,14.55528,-21.11234,-3.23027
80,2.667,-0.154,10.541,1.937,5.96899,-4.70851,-3.96520
81,2.700,-0.218,10.157,2.413,-7.26338,5.10382,-0.16785
82,2.733,0.109,10.022,1.451,-10.19833,8.50643,8.11992
83,2.767,-0.150,10.106,2.140,-2.98973,12.94604,11.75234
84,2.800,-0.401,9.405,3.257,-1.75351,17.45520,5.97093
85,2.833,-0.182,8.633,3.185,-4.06909,15.84762,-2.32118
86,2.867,-0.595,8.873,3.320,9.24866,12.63208,-4.72927
87,2.900,-0.289,9.745,3.409,10.18380,8.37641,-4.55557
88,2.933,-0.727,10.515,2.607,8.41830,5.61194,-1.83275
89,2.967,-0.835,10.199,2.724,8.42633,0.29530,4.29470
90,3.000,-0.959,8.902,1.842,12.88830,-5.74349,7.26422
91,3.033,-0.640,8.787,1.449,10.88987,-4.56799,2.54444
92,3.067,-0.168,9.344,1.285,14.00265,-4.71127,-1.80013
93,3.100,-0.919,8.972,0.844,18.58858,-6.89987,-8.50032
94,3.133,-0.944,7.516,-0.552,16.77477,-3.64908,-14.17439
95,3.167,-1.320,5.392,-0.757,5.40376,9.80512,-19.66552
96,3.200,-1.346,4.727,-1.058,-12.83349,8.64044,-20.99779
97,3.233,-1.557,4.960,3.025,-56.81818,46.97789,-15.08511
98,3.267,10.152,19.613,8.828,-24.24553,-27.77438,67.21392
99,3.300,-2.341,15.364,2.975,-4.61277,-51.73584,-33.27090
100,3.333,-5.481,12.718,5.689,-33.50061,20.33241,-25.93609
101,3.367,-1.150,11.955,2.567,21.57437,45.53090,4.28611
102,3.400,0.314,7.806,2.775,-1.36291,31.22866,6.71816
103,3.433,2.011,6.480,3.634,-17.45968,8.00141,-6.17589
104,3.467,2.195,6.766,2.111,-12.66104,0.59912,-9.11961
105,3.500,1.803,6.939,3.740,6.80892,-5.82650,0.52356
106,3.533,0.980,8.120,3.673,2.02528,-12.80118,-0.29694
107,3.567,0.371,9.608,3.169,-19.86396,-12.00311,-2.80465
108,3.600,0.057,10.510,2.368,-12.91932,-6.11954,-2.15492
109,3.633,0.166,10.564,1.940,5.67909,-0.01051,-1.76002
110,3.667,0.121,9.807,2.049,2.39683,-0.94970,0.49900
111,3.700,0.402,9.383,1.511,-6.96194,3.67370,-0.90414
112,3.733,0.876,9.587,1.276,-5.22918,6.28425,-1.29002
113,3.767,1.354,9.908,1.541,2.23860,3.41825,3.60996
114,3.800,1.310,9.723,1.515,2.21584,-2.86696,4.13517
115,3.833,0.751,9.300,1.472,-0.79381,-8.37352,3.45968
116,3.867,0.697,9.345,1.465,1.47447,-10.70290,6.60053
117,3.900,0.515,10.067,1.360,0.79701,-10.13258,6.50607
118,3.933,0.906,10.193,1.306,6.95493,-10.25933,5.60065
119,3.967,1.060,9.870,1.296,4.15130,-13.62737,4.77577
120,4.000,1.335,10.290,1.203,2.69144,-16.32223,4.74128
121,4.033,1.284,11.071,1.615,-0.15366,-19.15740,-2.16147
122,4.067,-0.197,10.982,1.716,-5.09718,-14.38487,-8.82006
123,4.100,-0.552,10.607,1.980,-3.57762,-0.77299,-5.26161
124,4.133,0.012,10.011,1.760,-2.31350,4.72799,0.35427
125,4.167,0.272,9.855,2.283,-2.46345,5.16965,2.30429
126,4.200,0.372,9.613,2.761,2.30494,2.55766,1.22606
127,4.233,0.160,8.544,3.283,9.18983,-2.29510,-7.57781
128,4.267,-0.769,8.417,3.509,5.18046,0.45383,-18.00463
129,4.300,-1.395,9.929,3.235,5.11214,5.98602,-12.16569
130,4.333,-0.665,10.611,2.370,0.00270,-0.95810,5.89126
131,4.367,-0.391,10.253,1.920,5.54147,-4.81289,5.45540
132,4.400,-0.376,10.234,1.755,10.66297,-9.17515,2.87567
133,4.433,-0.614,9.282,1.680,17.75515,-13.81366,-0.77947
134,4.467,-0.970,8.934,1.381,15.38411,-9.94968,-0.87800
135,4.500,-1.353,8.514,1.299,21.73719,-4.86752,0.64409
136,4.533,-1.002,7.839,0.890,6.99156,4.44489,-2.31809
137,4.567,0.197,6.100,-0.294,-2.49978,10.70152,-4.65678
138,4.600,-0.301,5.377,-0.926,-1.02053,1.26985,-9.11507
139,4.633,-1.250,6.573,-0.155,-23.20892,19.83068,-21.95239
140,4.667,-0.263,14.586,9.990,-52.56144,25.96255,2.82492
141,4.700,5.450,18.987,4.110,1.72205,-51.41053,18.13245
142,4.733,-5.077,14.006,6.266,-24.11097,-4.63132,-21.53178
143,4.767,-2.358,15.384,4.659,1.61015,20.47626,-3.91007
144,4.800,0.794,10.255,2.894,24.10335,33.07587,-2.98005
145,4.833,1.281,6.476,4.539,10.09440,19.55829,-11.58032
146,4.867,1.235,6.373,2.286,-8.70785,11.38469,-13.17136
147,4.900,0.864,6.578,2.928,3.11596,11.96772,-6.67801
148,4.933,0.848,6.570,3.495,15.11306,10.55746,2.07462
149,4.967,0.610,8.655,3.741,-0.71869,4.07070,9.44757
150,5.000,0.958,10.324,2.920,-13.53475,3.80159,10.41797
151,5.033,0.729,10.159,3.041,-0.80984,0.47882,7.24630
152,5.067,0.253,9.574,2.761,-4.57942,4.79122,3.64678
153,5.100,0.294,9.618,2.413,-8.97316,6.63761,2.06606
154,5.133,0.602,9.675,2.261,-4.28024,8.83798,4.66159
155,5.167,0.958,9.720,1.876,-1.35964,5.16728,3.65060
156,5.200,1.147,9.411,1.590,0.44603,-0.34370,2.82087
157,5.233,1.132,9.476,1.577,-2.82088,-3.97624,2.61871
158,5.267,0.686,9.649,1.639,-2.05784,-4.59884,3.68313
159,5.300,0.412,9.852,1.395,0.03307,-5.37613,4.60282
160,5.333,0.566,9.780,1.523,4.25500,-9.68148,5.57212
161,5.367,0.747,9.648,1.577,3.57425,-14.64360,4.89477
162,5.400,0.946,9.757,1.164,-0.29973,-16.08661,-1.72517
163,5.433,0.357,10.022,0.743,-5.45140,-12.04295,-4.86295
164,5.467,-0.017,11.359,1.421,-1.37800,-1.42910,-8.84795
165,5.500,-0.204,11.550,1.831,3.14334,5.56848,-12.53741
166,5.533,0.714,10.427,2.195,-2.56582,7.49657,-6.90900
167,5.567,0.672,10.001,1.659,-8.32201,3.71458,1.04506
168,5.600,0.402,10.426,2.101,-5.73939,2.73606,8.15766
169,5.633,-0.064,9.937,2.694,2.46274,6.38864,11.59540
170,5.667,0.454,8.442,4.244,4.15040,4.08371,7.28869
171,5.700,0.112,7.679,4.270,2.36497,0.00592,-7.94070
