frame_number,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.000,-0.024,9.838,1.700,0.38168,-0.08397,0.84733
1,0.033,0.107,9.725,1.635,0.80900,-0.94404,1.05829
2,0.067,0.041,9.934,1.749,0.61323,-1.43512,0.75828
3,0.100,-0.124,9.835,1.812,1.93093,-3.46564,-0.00002
4,0.133,-0.107,9.694,1.763,-0.62086,-3.02038,-0.54960
5,0.167,-0.264,9.871,1.858,-1.42741,-2.69971,-1.23415
6,0.200,-0.304,9.718,1.968,-1.22156,-1.35896,0.74758
7,0.233,-0.318,9.951,1.729,-0.01286,-0.10196,3.05821
8,0.267,-0.216,9.915,1.741,2.33582,-0.55721,4.05600
9,0.300,-0.247,9.656,1.815,-1.27493,-0.60315,0.88542
10,0.333,-0.214,9.758,1.810,-1.30808,-2.96949,-3.01509
11,0.367,-0.488,9.456,1.452,1.15279,-1.25207,-6.98973
12,0.400,-0.532,9.845,1.508,-1.27425,-0.37515,-7.03807
13,0.433,-0.451,9.969,1.238,-4.01323,0.00207,-7.67176
14,0.467,-0.423,9.808,0.808,-1.77612,1.97198,-9.15504
15,0.500,-0.156,10.015,1.178,-1.85391,3.84952,-7.93144
16,0.533,-0.408,10.113,1.599,-2.75689,1.52098,-8.43821
17,0.567,-0.656,9.880,1.768,2.23384,3.03613,-5.78646
18,0.600,-0.635,9.137,1.996,3.90823,7.21906,2.01984
19,0.633,-0.220,8.388,2.109,12.15679,11.16306,15.18504
20,0.667,0.313,9.488,1.508,9.76772,17.21448,21.11640
21,0.700,0.151,11.447,1.202,4.60310,10.12222,16.29786
22,0.733,0.577,10.379,0.606,3.03567,7.41230,8.31592
23,0.767,0.478,10.462,0.568,-5.15390,9.46282,2.15572
24,0.800,-0.393,11.320,0.345,2.71395,14.72436,-6.75489
25,0.833,-0.168,9.832,0.722,19.96657,16.47884,-2.33224
26,0.867,0.449,9.031,0.798,10.06916,14.12522,0.35666
27,0.900,0.601,9.227,0.503,5.77928,9.72944,-1.36586
28,0.933,0.313,9.227,0.409,8.00998,3.13314,-0.17783
29,0.967,0.554,10.047,0.544,7.90655,3.80176,-2.31116
30,1.000,0.472,9.996,0.867,8.43441,1.09981,-0.69407
31,1.033,0.002,9.939,0.491,3.82918,-1.57741,-0.89614
32,1.067,0.571,9.249,0.436,0.84931,-1.01788,-2.93403
33,1.100,1.456,8.935,-0.050,-6.41458,-7.22975,-2.21435
34,1.133,1.773,10.073,0.890,-13.96400,-4.31698,-10.83349
35,1.167,-1.697,12.051,1.704,-18.11737,9.30869,-18.03239
36,1.200,-1.288,11.456,3.148,-6.93381,22.02846,-17.10220
37,1.233,1.030,10.256,2.029,-18.18880,13.14367,-0.40740
38,1.267,1.625,11.697,2.958,-24.08156,-1.97104,-1.04727
39,1.300,-0.060,11.267,3.886,-0.98169,-4.71116,-4.00300
40,1.333,-0.610,8.939,4.009,4.73938,-7.46307,-10.78824
41,1.367,-0.694,8.559,3.055,-3.38361,-6.57114,-4.46356
42,1.400,-0.677,9.203,2.311,-12.48925,-1.64084,3.35301
43,1.433,-0.541,9.811,2.267,-11.29924,-2.58291,8.35868
44,1.467,-0.455,9.763,1.777,-7.58943,-6.75891,5.85613
45,1.500,-0.649,9.091,1.673,-1.75514,-7.43489,0.07603
46,1.533,-0.601,9.268,1.439,-0.29267,-3.84486,-0.24184
47,1.567,-0.430,9.322,1.190,3.91429,-4.36660,2.37422
48,1.600,-0.429,8.964,1.042,7.62555,-1.74076,1.23686
49,1.633,-0.779,8.656,0.584,8.94129,0.24175,-0.43784
50,1.667,-0.748,8.477,0.049,4.52178,3.47398,-3.27047
51,1.700,-0.328,8.284,-0.017,-1.90147,5.98490,-10.61154
52,1.733,-0.134,9.139,0.499,-7.08208,4.99950,-12.25528
53,1.767,-0.658,10.689,0.007,-4.42385,4.81549,-4.09417
54,1.800,-0.975,10.602,-0.057,1.04569,1.83967,6.87798
55,1.833,-1.745,11.613,0.371,-7.64320,5.27549,7.74432
56,1.867,0.722,13.254,0.969,-26.88919,13.98872,12.14822
57,1.900,1.625,12.906,3.373,-13.15046,-32.27159,24.46760
58,1.933,-2.259,10.227,3.499,-4.63227,-27.80163,1.80944
59,1.967,-1.360,9.849,4.448,-8.46433,10.51116,-1.88133
60,2.000,0.282,9.514,3.594,15.09767,14.67164,12.43595
61,2.033,-0.419,8.968,3.121,4.60481,5.46545,20.06357
62,2.067,0.219,9.156,2.578,-3.68073,4.33850,8.81253
63,2.100,1.642,9.673,1.834,-7.99055,-1.50489,-7.82755
64,2.133,0.892,9.288,1.411,-0.08495,-5.61053,-11.20725
65,2.167,0.078,8.896,1.423,6.30377,-6.04798,-1.18040
66,2.200,-0.185,9.162,1.530,9.06884,-2.08355,3.38167
67,2.233,-0.251,8.907,1.308,10.94155,-2.34605,3.36899
68,2.267,0.158,8.788,0.933,6.29568,-3.57000,4.04888
69,2.300,0.366,8.442,0.737,-1.65683,-1.27574,6.36906
70,2.333,0.967,7.842,0.074,-5.23749,-8.42886,11.25968
71,2.367,0.670,9.429,0.687,-5.10866,-9.58687,7.83373
