frame_number,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.000,0.697,9.546,1.772,-13.06870,4.26718,-2.89313
1,0.033,1.820,10.637,1.929,-19.48855,6.31043,0.20866
2,0.067,1.581,10.749,2.063,-10.46990,3.20272,3.30793
3,0.100,1.077,9.881,2.488,-6.68701,1.12984,2.26727
4,0.133,1.147,9.855,2.498,-4.83783,-3.89666,1.09648
5,0.167,1.159,9.523,2.457,-4.22003,-7.14754,-1.72314
6,0.200,0.747,9.383,2.581,-4.06890,-8.01494,-0.63411
7,0.233,1.048,9.273,2.429,-2.96177,-9.70480,5.10926
8,0.267,0.761,9.099,3.013,-3.67175,-10.63613,8.49872
9,0.300,-0.177,10.039,3.582,-5.18335,-7.16764,5.15238
10,0.333,-0.187,10.690,2.667,-5.05382,3.28195,-2.78105
11,0.367,0.281,9.510,2.425,-2.84488,3.99990,0.42251
12,0.400,0.443,9.220,1.956,-10.87795,2.58798,6.36641
13,0.433,0.030,10.120,1.839,-4.94779,0.29847,5.32615
14,0.467,-0.094,10.230,2.685,0.03577,-5.62065,1.28770
15,0.500,0.338,9.639,2.179,-0.93895,-11.54120,1.48086
16,0.533,-0.216,9.305,1.718,-6.11665,-9.99533,-0.93625
17,0.567,-0.729,9.435,1.508,-9.16274,-3.88597,-0.53201
18,0.600,-0.184,9.790,1.537,-10.23664,-4.23643,-1.53422
19,0.633,-0.249,9.726,1.584,-8.31554,-8.59010,-3.73270
20,0.667,-0.102,9.897,1.386,-8.49358,-10.60054,-4.48592
21,0.700,-0.215,10.087,1.448,-7.25197,-9.68702,-4.28251
22,0.733,-0.603,10.038,1.458,-4.00278,-6.93389,-3.58543
23,0.767,-0.465,10.060,1.568,-1.98734,-4.82193,-3.74551
24,0.800,-0.175,9.783,1.583,-3.07628,-7.53377,-3.22907
25,0.833,-0.345,10.211,1.597,-2.02076,-8.58718,-2.17122
26,0.867,-0.355,9.701,1.350,-1.06603,-9.67448,0.04822
27,0.900,-0.481,9.467,1.448,-5.61821,-7.93896,-0.79384
28,0.933,-0.583,9.546,0.962,-6.51886,-3.95695,-4.70973
29,0.967,-0.813,9.703,1.066,-10.58775,1.88015,-4.71001
30,1.000,-0.362,9.943,1.915,-11.16817,3.96190,-1.77871
31,1.033,0.780,9.662,1.842,-13.05950,-3.95308,0.50873
32,1.067,0.654,9.560,1.631,-16.15034,-12.98950,-1.23635
33,1.100,0.321,10.496,2.377,3.23476,-17.35865,-4.92333
34,1.133,-0.579,10.379,3.308,17.33146,-8.77310,-4.51823
35,1.167,0.248,9.885,3.978,14.27748,1.12089,2.34579
36,1.200,0.953,10.118,3.218,9.43800,2.65666,-0.65436
37,1.233,0.844,10.535,2.629,3.32588,3.14766,-6.67412
38,1.267,1.004,10.665,2.179,3.69716,1.27226,-8.74554
39,1.300,1.001,9.969,2.315,12.48106,2.72528,-9.19085
40,1.333,0.936,9.776,2.267,14.87285,5.43762,-8.92115
41,1.367,0.785,8.913,1.926,6.61325,3.49873,-3.25446
42,1.400,1.358,8.411,1.477,-4.25959,-6.33592,1.46565
43,1.433,1.653,8.595,1.468,-10.87019,-11.95418,1.94148
44,1.467,1.244,9.399,0.998,-17.84459,-22.16259,0.49857
45,1.500,0.309,9.979,1.578,-12.67132,-15.34354,3.85471
46,1.533,-0.443,11.329,3.097,-0.85759,-7.73284,-2.68444
47,1.567,0.005,10.659,3.243,14.00997,-11.48087,-3.06361
48,1.600,1.360,8.133,2.902,16.31297,-25.99997,-8.32115
49,1.633,0.512,8.351,2.148,15.35883,-18.41382,-24.20898
50,1.667,-0.343,11.461,1.698,6.88547,-14.93133,-17.22387
51,1.700,-0.591,11.377,1.286,4.04586,-18.86257,3.81687
52,1.733,-0.459,9.279,1.180,2.14503,-17.56241,5.51907
53,1.767,-0.493,9.562,0.334,10.81387,-11.76346,9.75814
54,1.800,-0.656,9.728,0.069,15.44224,-6.08388,12.54961
55,1.833,-0.421,9.227,0.472,3.41400,-2.88064,9.58808
56,1.867,0.049,9.255,-0.318,-9.51132,2.77847,3.69234
57,1.900,-0.450,9.129,0.443,-12.26739,9.96208,-4.71000
58,1.933,-0.960,10.556,1.903,-16.01357,21.72118,-3.07021
59,1.967,1.403,12.219,3.586,-6.76877,16.61380,11.91567
60,2.000,0.067,9.546,4.326,5.79318,-2.90076,5.07028
61,2.033,-0.486,10.869,4.085,-10.19088,16.77861,-10.48344
62,2.067,0.136,10.107,3.123,7.99494,10.16028,-3.91091
63,2.100,0.182,8.021,3.213,4.87041,4.62605,13.09132
64,2.133,1.612,9.587,3.339,0.82113,0.45027,14.56920
65,2.167,1.939,11.363,2.459,5.04428,-4.86577,-7.57557
66,2.200,0.661,9.314,2.664,12.88590,-6.29168,-8.54476
67,2.233,0.020,8.854,2.206,3.98737,3.21330,-0.19445
68,2.267,-0.279,9.426,1.780,7.13982,8.33811,7.47821
69,2.300,1.199,9.471,1.666,9.59552,8.16795,6.64117
70,2.333,1.235,8.400,1.264,7.00273,4.27992,5.28237
71,2.367,1.267,7.183,1.350,-18.88059,-0.67944,16.68456
72,2.400,1.697,4.755,-0.460,-23.27372,-25.02400,26.35102
73,2.433,1.529,6.232,-1.797,-1.81931,-29.72756,27.93383
74,2.467,0.763,9.333,0.328,-18.67028,-1.47567,19.12180
75,2.500,-15.600,19.613,14.456,-51.14427,61.86889,-72.11432
76,2.533,1.412,10.015,2.682,42.38995,72.15968,10.90109
77,2.567,3.834,10.839,8.313,-5.75844,-0.75658,17.75495
78,2.600,2.075,12.646,3.340,8.63546,-27.45750,-5.33597
79,2.633,-1.269,7.908,4.178,14.40475,-7.87032,-8.36898
