frame_number,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.000,1.161,9.926,-0.165,-0.83969,0.02290,-1.73282
1,0.033,1.013,9.970,-0.288,0.23516,-0.71993,-0.67275
2,0.067,1.108,9.952,-0.190,1.12962,-0.69052,-1.81227
3,0.100,0.895,9.702,0.000,0.89168,0.51218,-0.62603
4,0.133,1.184,9.636,0.058,-2.02941,2.70973,-1.53205
5,0.167,1.192,9.803,-0.201,-2.10652,0.66114,-0.85136
6,0.200,1.151,9.854,-0.221,-0.92012,-1.51939,-0.65512
7,0.233,0.983,9.878,-0.157,-0.13399,-2.61731,-1.42560
8,0.267,0.699,9.896,-0.132,-0.48368,0.29966,-0.60371
9,0.300,0.948,9.751,-0.164,-2.25760,2.58740,0.39850
10,0.333,1.132,9.692,-0.030,-2.77019,2.82948,0.17570
11,0.367,1.093,9.709,-0.182,-5.49533,-1.00515,0.04360
12,0.400,1.041,9.801,-0.311,-7.88524,-1.69918,-0.36797
13,0.433,1.013,9.723,-0.461,-8.84348,-2.04808,-0.46468
14,0.467,1.216,9.926,-0.533,-6.15612,-4.59554,-0.75579
15,0.500,1.094,9.913,-0.526,-3.45924,-7.69321,-0.52420
16,0.533,1.021,9.826,-0.535,-2.18170,-9.23510,0.23054
17,0.567,0.996,9.926,-0.490,-2.71758,-8.35097,-1.00535
18,0.600,1.112,9.845,-0.576,-1.91291,-6.86661,-2.41818
19,0.633,1.291,10.029,-0.473,0.78136,-9.66205,-3.31659
20,0.667,1.317,9.974,-0.523,2.22530,-12.51386,-4.51773
21,0.700,1.370,9.806,-0.488,2.06917,-14.27121,-5.63893
22,0.733,1.425,9.745,-0.526,1.99574,-14.67415,-5.61157
23,0.767,1.298,9.864,-0.536,0.09043,-19.16848,-3.07564
24,0.800,1.200,10.168,-0.476,1.87661,-21.47885,-2.76624
25,0.833,1.456,9.973,-0.726,5.98414,-24.87385,-2.70570
26,0.867,1.259,9.768,-0.322,4.77953,-25.83314,-3.33579
27,0.900,1.052,9.759,-0.162,2.30857,-21.40977,-3.55431
28,0.933,1.396,9.801,-0.027,4.83983,-20.27345,-2.89808
29,0.967,1.365,9.718,0.224,5.87655,-21.76938,-1.05865
30,1.000,0.922,9.411,0.201,5.91167,-17.24861,-1.51275
31,1.033,0.803,9.652,-0.037,5.53531,-10.63033,-3.45942
32,1.067,1.189,10.123,0.133,4.93909,-8.37078,-2.64562
33,1.100,0.972,10.387,0.417,10.61010,-5.23413,-3.80133
34,1.133,0.933,10.137,0.541,14.62480,1.65791,-4.29110
35,1.167,0.953,10.147,0.599,16.45253,10.36025,-3.42721
36,1.200,0.762,10.054,-0.117,13.86571,9.66284,5.69220
37,1.233,2.026,9.245,-0.247,20.95448,7.88645,14.58262
38,1.267,3.879,9.609,-0.662,28.05248,1.52165,13.22898
39,1.300,2.835,11.453,0.252,25.45201,-1.56780,7.90237
40,1.333,1.548,11.248,0.827,35.64270,6.43783,2.27885
41,1.367,2.234,9.361,-0.014,34.87940,12.05226,4.86391
42,1.400,3.802,8.320,-1.154,32.02979,6.35824,10.96097
43,1.433,3.788,7.328,-0.130,21.44741,-14.28283,19.07105
44,1.467,3.420,7.502,0.388,20.24581,-29.62248,25.72300
45,1.500,2.612,6.669,-0.470,12.65081,-40.90551,35.22211
46,1.533,2.734,7.044,0.117,-16.06682,-57.57187,38.49211
47,1.567,-0.479,16.319,2.672,-21.41661,-57.54618,24.16161
48,1.600,-5.496,16.477,1.929,21.82530,-16.33649,-2.34528
49,1.633,-2.658,8.725,2.030,-2.86512,7.66720,28.50672
50,1.667,1.597,10.383,1.915,-25.25235,11.69724,16.90237
51,1.700,0.862,11.896,2.379,8.62958,-9.16869,16.42018
52,1.733,-1.044,9.189,2.446,10.05873,-17.06293,22.27393
53,1.767,-1.626,9.017,1.863,5.50283,-9.87999,22.09063
54,1.800,-1.844,8.626,1.794,0.22346,-0.57021,24.31598
55,1.833,-2.013,8.884,2.208,-6.63553,8.33527,24.57617
56,1.867,-1.948,8.717,2.600,-15.45572,12.37250,26.07344
57,1.900,-1.351,8.737,2.471,-24.34242,8.53897,24.32159
58,1.933,-0.590,9.642,2.500,-23.18560,-0.10753,19.99913
59,1.967,-1.118,8.971,2.506,-21.47161,-8.19965,16.74140
60,2.000,-1.487,9.520,1.880,-28.28884,-12.88374,10.53528
61,2.033,-1.825,9.776,1.241,-16.19689,-16.51649,9.05925
62,2.067,-2.172,9.436,1.503,-9.27453,-13.84106,6.88604
63,2.100,-2.208,8.906,1.341,-16.93077,-11.27145,7.64537
64,2.133,-1.431,8.973,1.475,-18.68175,-13.11311,3.01589
65,2.167,-1.610,9.168,1.507,-15.29001,-15.34359,-0.23419
66,2.200,-1.567,8.745,1.228,-17.53363,-15.24974,-4.43634
67,2.233,-1.879,9.335,0.731,-17.35359,-10.38641,-13.38693
68,2.267,-2.202,9.824,0.399,-15.06467,-10.25108,-13.16895
69,2.300,-1.916,9.750,0.414,-15.09690,-7.18135,-14.46457
70,2.333,-1.701,9.927,0.071,-10.87388,-5.94668,-14.34606
71,2.367,-1.706,9.807,0.051,-6.09238,-7.06752,-12.88484
72,2.400,-1.339,9.276,-0.000,-11.41382,-5.08533,-15.17843
73,2.433,-1.014,9.830,-0.049,-11.36148,-5.42068,-17.77717
74,2.467,-1.116,9.738,-0.182,-4.12984,-6.71633,-18.62835
75,2.500,-0.933,9.724,0.017,-5.41607,-7.34304,-21.54011
76,2.533,-0.832,10.236,-0.319,-1.09414,-4.57217,-23.77369
77,2.567,-0.633,9.843,0.020,2.39804,-0.27462,-28.93134
78,2.600,-0.275,9.784,0.387,-1.64387,5.03117,-34.79276
79,2.633,-0.274,10.689,-0.030,2.50221,4.17462,-35.91998
80,2.667,-0.367,10.954,-0.791,11.15733,11.22971,-35.65545
81,2.700,0.016,10.175,-0.633,14.91927,10.26717,-36.14472
82,2.733,0.273,11.326,-0.341,23.61893,9.75417,-31.64463
83,2.767,0.338,9.771,-0.766,17.22511,10.94943,-32.23146
84,2.800,-0.150,10.107,-0.487,7.75987,12.72376,-26.78181
85,2.833,0.067,10.764,0.365,13.01318,9.95945,-26.58048
86,2.867,-0.034,10.292,0.268,14.99859,15.16251,-26.64160
87,2.900,-0.184,10.111,0.176,13.46583,19.67622,-22.42523
88,2.933,0.411,9.934,-0.199,15.71108,24.55864,-21.71483
89,2.967,0.979,9.994,-0.354,10.82423,32.68234,-23.05346
90,3.000,1.002,10.037,-0.660,16.45900,27.78758,-23.64129
91,3.033,0.505,9.486,-0.358,25.87066,20.84922,-24.85895
92,3.067,0.753,9.826,2.226,26.97238,25.71255,-20.40529
93,3.100,0.700,8.834,1.571,40.48305,32.84198,-12.60517
94,3.133,1.774,9.966,1.792,23.75761,35.86964,-1.52673
95,3.167,2.507,12.568,2.965,23.93199,40.09484,2.16722
96,3.200,1.719,10.110,1.586,51.12224,43.41798,15.43869
97,3.233,4.867,8.750,2.014,55.36058,32.30240,32.31072
98,3.267,4.841,11.167,3.521,52.05761,15.60882,17.43211
99,3.300,2.988,10.530,2.038,53.11403,15.84556,14.07032
100,3.333,3.263,8.091,-0.146,55.38932,13.84482,28.71262
101,3.367,4.051,6.069,-0.758,63.89095,-1.85460,44.16299
102,3.400,5.402,4.034,-0.185,41.38595,-46.46172,52.12440
103,3.433,6.457,4.144,0.083,-16.19254,-75.43320,60.19382
104,3.467,5.857,3.750,0.113,-47.68420,-92.06864,61.24217
105,3.500,-4.329,8.584,9.598,-170.38049,-70.46421,15.35231
106,3.533,-16.179,19.237,-5.861,45.34559,42.11523,21.65011
107,3.567,-1.218,-1.556,6.252,-11.62856,-6.79668,92.35528
108,3.600,5.596,6.013,1.056,-73.38693,15.43602,41.20903
109,3.633,0.111,16.931,4.046,-45.06307,-22.45816,12.83676
110,3.667,-2.123,8.888,4.123,20.42100,-29.23038,18.89997
111,3.700,-1.913,4.498,2.354,-35.45360,-6.94131,23.82116
112,3.733,-2.868,7.409,3.351,-52.15514,-7.03826,11.30049
113,3.767,-0.619,11.644,3.582,-46.60718,-7.26633,12.45943
114,3.800,-1.371,9.952,2.358,-27.87549,-18.31437,13.11853
115,3.833,-2.388,8.884,2.005,-23.91970,-18.09104,6.19924
116,3.867,-2.718,9.122,1.943,-28.25681,-13.72643,1.82579
117,3.900,-2.375,9.364,2.123,-26.70049,-16.33377,-0.20268
118,3.933,-2.416,9.237,1.623,-27.76846,-20.26217,3.92016
119,3.967,-2.367,9.386,1.235,-24.13501,-13.89525,-3.36241
120,4.000,-2.119,9.536,0.639,-6.22200,-8.67643,-10.21784
121,4.033,-2.048,9.311,0.405,-13.63277,-20.88995,-8.02828
122,4.067,-1.327,9.320,0.752,-11.88798,-22.82491,-6.58482
123,4.100,-2.218,10.166,0.497,2.37089,-17.52730,-7.80928
124,4.133,-2.160,9.670,0.753,18.25435,-14.44779,-11.25383
125,4.167,-2.017,8.738,0.857,9.15621,-9.40506,-15.80386
126,4.200,-1.642,9.261,0.177,-8.08288,-8.67222,-16.77728
127,4.233,-1.143,10.282,-0.051,0.44054,-6.74876,-18.44130
128,4.267,-1.643,10.311,0.174,8.18384,-9.64825,-18.52145
129,4.300,-1.028,10.032,0.276,14.76165,-10.60188,-20.12214
130,4.333,-1.169,9.405,0.224,18.26388,-7.90586,-20.42300
131,4.367,-1.225,8.947,-0.053,4.30902,-4.34642,-17.14001
132,4.400,-0.750,9.579,-0.102,-4.80332,-5.98443,-16.38874
133,4.433,-0.408,10.534,-0.221,-0.93067,-11.12189,-21.90143
134,4.467,-0.337,10.598,-0.328,14.86438,-4.55998,-26.02607
135,4.500,-1.295,9.366,0.433,6.90796,-3.47259,-22.64353
136,4.533,-1.027,9.474,0.051,-2.10548,0.87782,-19.92242
137,4.567,0.073,10.369,-0.266,1.25647,-2.52845,-20.73490
138,4.600,-0.215,10.934,-0.536,8.80394,-1.60316,-22.85300
