frame_number,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.000,-0.433,9.713,2.018,1.65649,0.58015,-1.56489
1,0.033,-0.388,9.977,2.197,2.65335,1.59697,-1.30736
2,0.067,-0.242,10.281,2.272,3.58564,-0.82182,-0.29213
3,0.100,-0.334,9.799,2.388,2.86612,-2.25921,-0.46384
4,0.133,-0.209,9.874,2.598,5.24755,-1.11913,-1.04744
5,0.167,-0.197,9.876,2.687,6.94291,-1.09548,-2.75272
6,0.200,-0.236,9.597,2.610,4.35509,-1.38314,-2.91879
7,0.233,-0.099,9.957,2.691,3.99446,-1.16696,-1.58204
8,0.267,-0.380,9.877,2.757,6.12917,1.18759,-1.54134
9,0.300,-0.330,9.269,2.866,10.32118,0.33742,-1.13724
10,0.333,-0.189,8.297,2.664,10.37738,-0.99857,-4.65911
11,0.367,0.213,8.773,2.548,1.92350,-0.58562,-5.45120
12,0.400,-0.271,9.645,1.887,-5.15157,-2.27915,1.10881
13,0.433,-1.015,9.364,1.910,-1.69078,0.54709,-3.61735
14,0.467,-0.565,9.945,2.539,-0.76078,1.23885,-6.72013
15,0.500,0.537,10.942,2.497,-1.95732,-4.04762,0.32832
16,0.533,-0.695,10.171,2.389,1.66863,-9.13586,4.17022
17,0.567,-1.030,9.507,2.909,5.43991,-1.46908,1.29136
18,0.600,-0.536,9.411,2.743,4.88150,6.10897,1.17916
19,0.633,-0.626,8.761,2.199,4.22914,10.48729,4.44968
20,0.667,-0.350,8.334,1.713,3.16229,10.01090,8.31386
21,0.700,1.006,10.049,1.156,-5.16561,4.40614,12.31392
22,0.733,0.999,11.910,0.695,-12.85654,-0.92484,5.64843
23,0.767,-0.945,11.201,1.268,11.57419,1.19477,-2.24813
24,0.800,-0.446,10.452,1.793,8.20500,6.44592,-4.72983
25,0.833,0.269,9.931,1.349,4.52078,8.74500,-5.73065
26,0.867,0.550,9.362,1.372,-1.20842,8.50963,-7.45418
27,0.900,0.248,9.454,1.431,-2.31748,5.53261,-2.52181
28,0.933,0.286,9.765,1.355,0.12253,-2.80328,6.35610
29,0.967,0.853,9.358,1.117,-1.26942,-10.64850,4.17724
30,1.000,0.170,8.991,0.718,-11.40329,-12.71686,-2.47049
31,1.033,-0.048,9.377,0.215,-20.12606,-6.86047,-0.59141
32,1.067,0.237,10.073,0.231,-16.92901,-4.24088,2.31746
33,1.100,-0.106,11.463,1.763,-13.35687,1.40722,-0.81884
34,1.133,-2.258,12.408,2.220,-15.15056,25.33487,-11.83971
35,1.167,-0.459,9.867,2.465,-8.28076,26.37811,0.86606
36,1.200,1.631,9.671,2.759,-17.09870,11.29692,3.97120
37,1.233,0.468,10.475,3.325,-21.00458,6.17642,-6.57667
38,1.267,-0.785,9.579,3.868,-3.50664,5.62854,-11.04931
39,1.300,-0.858,8.948,3.622,-5.04265,0.77760,-8.21231
40,1.333,-0.587,9.271,2.531,-17.96531,-2.16482,-4.61500
41,1.367,-0.927,9.656,2.056,-16.44675,-0.54656,1.87632
42,1.400,-0.754,9.829,1.920,-13.79324,-3.79438,6.18604
43,1.433,-0.750,9.442,1.492,-11.44812,-5.18734,5.11804
44,1.467,-0.751,8.923,1.288,-9.67740,-2.20000,0.84603
45,1.500,-0.481,9.217,1.358,-0.91227,-4.62948,0.98110
46,1.533,-0.654,9.047,0.941,5.57967,-4.08221,0.41032
47,1.567,-0.992,9.128,0.768,3.49466,0.75899,0.33041
48,1.600,-0.938,9.079,0.226,3.48077,4.80201,-5.29657
49,1.633,-0.873,8.995,0.037,-0.23086,5.45195,-10.55739
50,1.667,-0.894,9.248,-0.042,-2.65310,7.23052,-9.54518
51,1.700,-0.385,10.392,-0.049,-6.93155,2.39663,-1.23629
52,1.733,-0.555,10.255,-0.433,-6.76711,-4.17788,7.47503
53,1.767,-1.672,10.271,-0.261,-11.25889,4.83022,0.32769
54,1.800,-0.668,12.716,0.036,-34.43852,2.63088,8.46910
55,1.833,0.937,12.127,1.973,-23.47777,-15.20598,13.80240
56,1.867,-1.199,11.225,3.483,-7.69036,-21.39281,13.46341
57,1.900,-1.995,9.847,5.331,2.19023,6.17747,10.31928
58,1.933,-0.415,10.106,3.734,10.05740,11.05396,15.27479
59,1.967,-0.418,9.597,3.158,11.80546,-1.14626,20.78860
60,2.000,0.162,9.596,2.392,-3.17915,-6.07609,-3.17839
61,2.033,0.504,9.706,1.537,-12.04204,-0.06898,-16.88627
62,2.067,0.156,9.426,1.411,5.72000,2.59369,-10.78978
63,2.100,-0.227,8.988,1.402,14.24182,1.50260,0.75978
64,2.133,0.063,8.711,1.305,11.71742,0.22464,3.63315
65,2.167,0.482,8.248,1.029,8.14583,-1.85431,-0.75616
66,2.200,-0.010,8.784,0.430,1.22546,-2.42611,0.61150
67,2.233,-0.132,8.829,0.497,3.04099,-3.34845,4.07809
68,2.267,0.189,8.678,0.752,7.78114,-6.29266,11.04456
69,2.300,0.168,9.594,0.806,14.90916,-12.67548,8.08682
70,2.333,-0.136,10.359,0.877,9.16018,-10.90430,-7.84455
71,2.367,-0.519,10.559,-0.103,2.25499,-12.98365,-14.45244
72,2.400,0.637,10.243,-0.885,23.03275,-13.89416,-5.41617
73,2.433,1.634,10.920,-0.332,19.16832,-19.85684,-9.45747
74,2.467,-2.255,12.499,2.898,-85.42311,10.47902,-43.09148
75,2.500,-3.821,13.152,6.683,-53.18494,64.57249,-42.04237
76,2.533,0.156,9.692,4.459,15.25115,20.13572,-3.69143
77,2.567,1.906,9.776,3.429,-19.08488,5.36713,-3.98476
78,2.600,0.183,11.302,3.079,-10.39017,-5.41292,-9.83191
79,2.633,-1.615,10.107,1.712,12.27847,-2.13622,-8.30531
80,2.667,-1.887,7.457,1.661,2.70178,3.13288,7.27418
81,2.700,-0.796,7.392,1.430,-4.22438,9.54048,15.31532
82,2.733,-0.696,8.821,1.748,6.46351,7.62806,13.11647
83,2.767,-0.255,9.022,0.839,7.75762,3.47297,6.10676
84,2.800,-0.096,8.520,0.501,-4.48317,3.20639,2.78372
85,2.833,-0.426,9.453,0.116,-0.85861,-0.05107,-1.07249
86,2.867,-0.633,9.347,-0.693,11.39513,0.39304,-13.12784
87,2.900,-1.010,8.274,0.233,3.67049,5.91176,-14.21580
88,2.933,-1.185,8.569,-0.141,-0.58526,9.49344,-9.71132
89,2.967,-0.965,10.492,-0.507,-17.05223,8.90093,3.88193
90,3.000,-0.627,10.229,-0.922,-14.62249,4.40907,1.78996
91,3.033,-1.412,11.932,-0.360,-9.02168,18.57544,-0.69804
92,3.067,1.822,14.575,2.521,-41.22649,-3.70377,34.73386
93,3.100,1.568,12.256,6.565,11.22921,-46.08531,35.02135
94,3.133,-2.566,9.799,5.153,-12.12565,-15.62201,4.62195
95,3.167,-2.042,11.512,3.352,-17.20746,9.41418,0.97267
96,3.200,-0.629,10.191,1.930,23.63332,-5.70945,9.31719
97,3.233,0.101,8.244,2.423,2.76088,0.75329,1.83780
98,3.267,1.483,8.638,1.757,-5.36022,-4.05040,-6.28578
99,3.300,0.670,9.379,1.394,9.84374,-14.01446,-5.58862
100,3.333,-0.363,8.883,1.314,28.04212,-16.29107,-1.97677
101,3.367,-0.415,8.123,1.272,27.29101,-8.35046,-0.21861
102,3.400,0.018,8.411,0.978,12.84869,-9.87625,0.52707
103,3.433,-0.228,8.912,0.303,8.42132,-7.58859,2.63864
104,3.467,0.137,8.422,0.518,14.32726,-7.25713,7.45204
105,3.500,0.096,8.652,0.774,18.08879,-6.78495,11.21340
106,3.533,0.373,9.648,0.872,11.55719,-5.72926,0.69170
107,3.567,-0.129,9.950,0.113,-6.31449,-5.19344,-12.33477
108,3.600,0.187,10.188,0.105,2.58633,0.31266,-11.00769
109,3.633,-1.677,12.141,2.344,-36.30826,20.03384,-23.67736
110,3.667,-2.374,12.790,7.250,-69.72993,71.10260,-54.18573
111,3.700,0.248,11.603,5.259,-9.50061,27.50897,-15.79449
112,3.733,0.996,11.895,4.420,-1.83379,-16.93783,-2.97357
113,3.767,0.017,11.093,2.578,0.69178,-20.18814,-8.69108
114,3.800,-0.552,9.762,2.767,-3.52394,-9.03605,-7.62160
115,3.833,-1.316,9.082,1.998,-16.62964,-2.23376,-2.02563
116,3.867,-1.752,8.944,1.224,-9.63369,1.94944,5.35568
117,3.900,-0.990,8.695,1.088,8.12817,8.65051,6.75222
118,3.933,-0.405,8.341,1.132,16.22607,11.24584,5.20565
119,3.967,0.105,7.957,0.916,10.99526,5.00897,6.78177
120,4.000,-0.043,8.014,0.549,3.55652,3.38547,1.81577
121,4.033,-0.294,8.236,0.199,1.47421,4.11168,-5.50659
122,4.067,-0.733,8.218,0.102,0.79160,5.22194,-10.66143
123,4.100,-0.980,8.919,0.505,-0.31287,8.51439,-11.14784
124,4.133,-0.689,10.632,0.017,-4.48354,7.14334,-2.93585
125,4.167,-0.146,10.559,-0.559,-4.82413,-4.16055,8.03001
126,4.200,-0.826,9.918,-1.840,-0.42298,1.48103,7.86400
127,4.233,-2.040,12.065,-1.087,-14.64913,14.35255,7.59050
128,4.267,1.076,13.999,2.789,-44.33615,-7.86022,32.04656
129,4.300,0.435,13.053,7.044,10.01925,-37.17454,32.40287
130,4.333,-0.922,9.206,4.928,-0.95406,-16.41203,8.66122
131,4.367,-1.946,9.704,3.763,-18.43111,-0.87945,0.43705
132,4.400,-1.540,10.707,1.832,-5.04253,1.10821,2.74507
133,4.433,0.849,9.584,2.139,-3.84547,-3.25268,1.25291
134,4.467,1.242,9.011,1.443,-0.62036,-11.51560,-6.62249
135,4.500,0.224,8.779,1.346,10.96263,-15.00951,-8.84178
136,4.533,-0.457,8.200,1.414,26.54982,-7.12867,-3.25402
137,4.567,-0.128,8.693,1.208,21.60055,-6.90520,2.29913
138,4.600,-0.201,8.574,1.052,14.06297,-4.99156,3.70814
139,4.633,-0.383,8.795,0.539,9.31722,-3.88516,4.22287
140,4.667,-0.289,8.853,0.555,16.96933,-2.70900,9.66171
141,4.700,0.349,8.789,0.519,14.58502,-3.73977,13.35274
142,4.733,0.345,9.971,0.618,3.39966,-8.71865,6.26639
143,4.767,-0.764,10.489,0.691,-4.98774,-5.89079,-10.42004
144,4.800,-0.485,10.517,0.076,9.47577,2.72695,-10.52139
145,4.833,-0.577,12.360,0.250,6.14144,13.34069,-13.60065
146,4.867,-1.890,12.622,1.387,-63.78804,42.46368,-30.82169
147,4.900,0.035,12.042,4.343,-46.26797,51.88418,-22.11248
148,4.933,1.235,10.800,4.608,7.28780,14.94161,-13.32565
149,4.967,0.534,9.965,3.812,8.59459,-9.59732,-15.53018
150,5.000,0.186,10.135,2.851,3.74800,-13.17801,-13.51922
151,5.033,-1.090,9.146,2.110,1.39414,-13.42073,-3.11238
152,5.067,-1.287,8.052,1.851,-1.57264,-11.50170,3.65497
153,5.100,-1.692,8.396,1.176,-7.99185,-2.05317,3.14605
154,5.133,-1.446,8.560,1.181,6.99956,8.38804,4.94005
155,5.167,-0.960,8.723,1.147,9.77822,8.64588,6.96354
156,5.200,-0.648,8.591,0.319,0.93640,13.15687,6.06804
157,5.233,-0.253,8.922,0.089,-0.84172,11.54998,-0.08546
158,5.267,0.043,8.281,-0.263,4.39165,1.16234,-7.55051
159,5.300,-0.412,8.178,-0.027,4.34740,2.44340,-17.16637
160,5.333,-1.713,9.308,0.007,-1.51798,5.39108,-17.27143
161,5.367,-0.692,11.068,-0.090,-18.34797,2.44275,-1.04147
162,5.400,-0.559,9.886,-0.733,-6.28564,-6.42775,5.11662
163,5.433,-1.518,11.166,-0.415,6.02719,6.57772,1.92410
164,5.467,0.749,14.249,2.855,-43.50404,-1.14121,29.71721
165,5.500,-0.241,12.630,6.451,-4.74816,-38.75292,40.82577
166,5.533,-2.297,9.460,5.662,-2.92246,-3.74860,11.49251
167,5.567,-1.344,10.664,3.089,-25.52580,20.11773,4.55639
168,5.600,-0.548,10.923,1.752,11.47246,10.66791,12.67744
169,5.633,0.201,9.457,2.380,-2.17145,5.58036,7.93661
170,5.667,1.381,8.825,1.606,-9.46079,-3.83763,-6.05755
171,5.700,1.218,8.711,1.180,7.43327,-11.76042,-11.02203
172,5.733,0.117,8.816,1.108,19.58109,-14.12738,-13.30801
173,5.767,-0.617,8.442,1.061,21.70190,-8.99516,-9.63922
174,5.800,-0.872,8.073,0.924,15.16487,-2.30697,1.67969
175,5.833,-0.201,8.528,0.412,9.08215,4.11428,9.05182
176,5.867,0.278,8.781,0.215,10.64360,0.50845,9.86792
177,5.900,0.505,8.628,0.389,18.61763,-7.57460,13.95871
178,5.933,0.358,9.805,0.801,8.87177,-5.68193,1.92993
179,5.967,-1.013,10.400,0.196,-9.35808,-3.29664,-11.04686
180,6.000,-0.149,10.891,-0.340,5.37435,4.20576,-19.40319
181,6.033,0.142,13.075,0.453,-17.78207,7.25911,-32.46247
182,6.067,-1.340,14.342,4.858,-85.52101,44.39208,-47.08956
183,6.100,0.409,11.513,6.233,-6.94158,23.43747,-21.12981
184,6.133,-0.033,10.159,4.459,29.30571,-25.20974,-2.89222
185,6.167,0.082,10.180,2.554,-2.80730,-20.63080,-8.20042
186,6.200,-0.293,10.162,2.328,-0.71460,-6.36303,-4.99959
187,6.233,-1.448,8.855,2.321,-4.11334,-5.34670,3.30813
188,6.267,-1.649,8.489,1.589,-4.35288,-0.02565,9.84126
189,6.300,-1.738,8.668,1.453,3.35893,10.86964,9.84294
190,6.333,-0.927,8.087,1.285,9.15477,18.29626,5.60627
191,6.367,-0.010,8.023,1.209,3.55076,13.91904,6.35774
192,6.400,-0.089,8.454,0.933,4.09208,10.69401,3.47993
193,6.433,-0.386,8.705,-0.048,2.76803,11.47345,-6.73850
194,6.467,-0.462,8.548,-0.414,4.06762,12.46271,-13.74938
195,6.500,-0.389,8.718,-0.195,6.72437,7.82424,-14.67093
196,6.533,-0.600,9.976,0.107,-1.86204,3.34251,-7.77616
197,6.567,-0.531,10.529,-0.882,-11.74324,-2.99377,1.99417
198,6.600,-1.840,10.082,-1.294,0.52212,-4.01513,2.33808
199,6.633,-1.207,13.259,0.211,-2.78274,20.23774,3.52010
200,6.667,2.298,13.584,5.075,-32.26372,-18.06015,36.64228
201,6.700,0.377,11.100,6.732,10.78123,-40.85671,34.63149
202,6.733,-2.323,9.858,4.909,-10.98418,-13.28337,10.91556
203,6.767,-2.748,11.042,3.661,-13.59261,4.13329,6.59711
204,6.800,-1.084,10.250,2.183,2.25197,4.66297,10.76239
205,6.833,1.117,9.342,1.755,-7.85276,9.13519,2.96045
206,6.867,1.155,9.150,1.134,-1.64646,-4.58840,-2.22734
207,6.900,0.606,8.857,1.109,12.34947,-12.37386,0.66217
208,6.933,0.367,8.310,1.336,27.82571,-14.81515,3.05288
209,6.967,0.424,8.201,1.393,29.35032,-10.05465,-0.55734
210,7.000,-0.359,8.413,0.830,7.96769,-10.98012,0.47289
211,7.033,-0.399,8.441,0.301,2.18305,-7.20019,5.73958
212,7.067,-0.175,8.473,0.415,15.17125,-5.33563,14.35409
213,7.100,0.059,8.918,0.320,24.70838,-7.80388,14.93389
214,7.133,-0.241,9.679,0.564,10.40225,-11.90318,0.28480
215,7.167,-1.035,10.671,0.544,-12.04985,-12.40559,-15.28911
216,7.200,0.128,11.055,0.203,16.95542,-2.23364,-10.20061
217,7.233,-0.540,13.058,0.445,6.70359,3.16918,-14.04133
218,7.267,-2.171,12.611,3.147,-82.34312,29.02814,-38.14847
219,7.300,-0.871,10.448,6.378,-60.83776,51.62618,-35.96018
220,7.333,0.189,10.876,5.551,6.79499,6.50445,-17.16382
221,7.367,0.876,10.841,2.693,-16.64886,-5.00814,-9.84046
222,7.400,-0.463,10.628,3.174,-12.98065,-7.09931,-6.44695
223,7.433,-1.121,9.338,2.036,-7.49481,-6.88296,-3.69716
224,7.467,-1.378,8.533,1.242,-9.41546,2.07372,0.49626
225,7.500,-1.428,8.634,1.323,-6.22658,9.47428,4.42296
226,7.533,-1.290,8.750,1.303,13.31008,15.11807,5.64536
227,7.567,-0.568,8.154,1.170,18.23407,14.41130,6.94684
228,7.600,0.371,8.080,0.746,6.22209,11.68342,5.36899
229,7.633,0.124,8.558,-0.010,-5.32521,3.45785,-4.69211
230,7.667,-0.091,8.676,-0.209,2.09330,-1.83921,-15.67698
