frame_number,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.000,-0.287,9.567,2.701,-1.85496,-0.03053,4.64885
1,0.033,0.541,9.708,2.989,10.17739,-11.86486,3.34087
2,0.067,0.535,9.354,2.995,6.18194,-22.43457,-7.55526
3,0.100,-1.399,8.975,2.442,5.70325,-25.60344,-15.80494
4,0.133,-3.414,9.926,1.994,-8.46649,-5.38145,-16.71846
5,0.167,-3.645,9.696,1.237,-6.63640,12.42579,-6.63165
6,0.200,-1.332,9.609,2.671,3.69143,20.00519,7.11071
7,0.233,1.972,11.043,3.834,-2.00161,3.27401,8.01047
8,0.267,1.124,9.390,2.343,-2.51424,-10.69649,3.71387
9,0.300,-0.828,8.135,2.487,-17.49898,2.76909,-1.39675
10,0.333,-0.890,9.383,2.081,-14.36179,18.12388,-0.97036
11,0.367,0.057,10.353,2.718,-4.03878,27.94537,5.12918
12,0.400,1.026,10.131,3.247,-2.29296,25.70690,4.26456
13,0.433,1.030,9.744,3.145,-4.65730,17.74102,0.85569
14,0.467,0.809,9.615,3.042,-5.13158,14.21396,-1.64706
15,0.500,0.489,9.583,2.443,1.65970,11.58597,-0.61061
16,0.533,0.355,10.340,3.326,12.74646,9.20423,3.73062
17,0.567,-0.093,10.558,3.400,20.51837,-1.00207,3.55108
18,0.600,0.011,9.569,3.069,15.01287,-1.06122,-5.48720
19,0.633,0.034,9.365,2.573,13.18684,-3.96644,-4.96940
20,0.667,-0.003,9.923,2.091,18.14298,-5.65685,-4.02053
21,0.700,0.159,9.745,2.516,20.02838,-8.16957,-8.55717
22,0.733,0.392,9.534,2.893,13.28234,-12.49377,-9.45141
23,0.767,-0.149,9.213,2.521,16.58306,-14.51621,-14.73715
24,0.800,-0.289,9.372,2.589,18.85823,-1.31056,-13.41378
25,0.833,0.231,9.814,2.363,22.79438,5.54861,-5.22614
26,0.867,1.314,10.288,3.214,24.42698,3.70732,1.06313
27,0.900,1.281,11.487,3.529,15.83661,-2.76228,-6.58341
28,0.933,0.618,10.762,3.263,21.73847,-0.68454,-2.50153
29,0.967,1.090,9.406,3.708,35.17254,2.85829,4.70326
30,1.000,1.287,8.396,3.882,29.04199,-0.88602,8.10819
31,1.033,1.583,7.801,3.002,26.16605,-11.52744,11.15301
32,1.067,2.958,6.831,1.138,9.51904,-39.61638,15.69233
33,1.100,2.322,7.561,1.282,1.07438,-37.13527,21.09777
34,1.133,-5.654,13.648,8.521,-7.29975,-15.75983,-6.36132
35,1.167,-3.565,9.902,1.827,-18.03232,19.94569,2.65914
36,1.200,-0.852,9.602,2.794,-25.10894,42.41058,14.22381
37,1.233,-1.417,9.960,3.144,-27.44313,18.35704,14.83288
38,1.267,-0.957,9.421,4.475,-10.36963,24.37419,8.40434
39,1.300,-0.660,8.530,6.448,-3.22187,24.88541,6.74377
40,1.333,0.026,8.549,5.911,-6.35892,13.87632,7.71656
41,1.367,-0.508,8.766,5.595,-5.96379,5.96561,4.27643
42,1.400,-1.398,9.892,5.591,2.69325,6.19317,2.70961
43,1.433,-1.350,10.103,5.284,18.03256,9.28864,1.15921
44,1.467,-1.119,9.282,4.381,26.11370,4.85518,-1.97814
45,1.500,-1.382,8.733,3.605,34.03149,3.48992,-5.36000
46,1.533,-1.987,8.303,2.614,34.58804,6.16088,-15.78465
47,1.567,-2.179,7.159,2.101,29.09227,11.37282,-26.75634
48,1.600,-2.122,6.431,1.313,4.04239,22.07319,-26.28876
49,1.633,-2.093,7.829,3.330,-29.77351,48.30266,-16.52585
50,1.667,6.272,15.992,6.421,-12.20037,-13.45386,14.73108
51,1.700,3.684,10.397,3.695,-5.11730,-49.73345,-6.12717
52,1.733,-0.765,8.456,6.812,-29.40712,-40.59603,-21.27066
53,1.767,0.539,7.439,4.547,-23.07771,-19.28237,-20.98506
54,1.800,-0.525,7.568,5.822,-3.67991,-6.69552,-8.93186
55,1.833,0.637,7.158,5.643,-7.29433,-18.01911,-3.65931
56,1.867,0.851,8.514,5.187,-11.47089,-9.79048,-5.95113
57,1.900,0.196,10.870,7.078,7.42876,-17.24021,-3.93143
58,1.933,0.866,12.050,7.352,18.22095,-13.30860,14.22988
59,1.967,0.702,10.085,5.644,22.74984,2.47684,-0.72216
60,2.000,1.473,8.154,4.626,25.70075,2.71031,2.04082
61,2.033,1.434,8.095,3.013,37.08003,-10.09442,17.49130
62,2.067,2.786,7.484,1.392,26.38017,-14.20912,24.14566
63,2.100,3.715,6.026,-0.412,3.89265,-48.47326,35.86290
64,2.133,3.751,6.981,-0.623,-22.96037,-67.77996,39.82810
65,2.167,-5.998,16.306,10.997,-98.16539,-29.33251,-15.95350
66,2.200,-7.135,10.253,1.047,-46.89196,64.19828,-3.54779
67,2.233,-0.002,13.442,0.684,3.72154,57.37103,13.25251
68,2.267,-0.292,10.536,6.073,-43.24885,48.67348,13.20242
69,2.300,-0.832,8.990,5.524,-7.22548,30.67439,9.77938
70,2.333,0.442,8.245,6.619,-7.93487,17.23113,1.53713
71,2.367,0.256,8.639,4.135,-7.67774,22.73702,-0.94970
72,2.400,-1.283,8.162,5.986,-3.42734,-6.97234,-4.99413
73,2.433,-1.245,8.306,5.490,-5.39150,-2.45766,-2.63135
74,2.467,-1.162,9.166,5.310,10.33480,-11.22045,0.35882
75,2.500,-1.376,9.789,5.206,6.11729,-18.08886,-6.45726
76,2.533,-1.224,8.813,4.603,-9.82606,-17.44062,-10.17755
77,2.567,-1.484,8.334,1.736,38.88785,-0.72569,-5.14468
78,2.600,-4.416,10.499,0.148,50.14879,11.91437,-18.36347
