frame_number,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.000,-1.355,9.699,3.472,7.70992,-4.70992,0.57252
1,0.033,-0.848,9.338,3.354,13.07933,-0.73810,0.42232
2,0.067,-0.723,9.029,2.844,16.29147,3.08697,-4.37453
3,0.100,-0.530,8.770,3.471,13.31815,2.57442,-5.56060
4,0.133,-0.573,9.582,3.389,5.69834,5.47432,-6.41649
5,0.167,-0.738,9.756,2.629,1.85100,6.39930,-8.27799
6,0.200,-1.084,9.871,2.540,6.19141,7.59573,-2.21296
7,0.233,-0.837,10.131,3.043,7.25231,8.33781,2.80096
8,0.267,-0.531,10.236,3.547,12.96129,5.10298,3.61094
9,0.300,-0.222,9.803,3.576,17.71973,-0.16712,3.14568
10,0.333,-0.433,9.302,3.631,20.19553,-1.20706,2.97919
11,0.367,-0.554,9.328,3.762,24.53605,-0.43819,0.79367
12,0.400,-0.374,9.251,3.669,22.51065,0.51252,1.10669
13,0.433,-0.248,9.106,3.580,20.39661,-2.34424,1.81494
14,0.467,-0.236,9.059,3.352,15.74842,-4.11483,1.02105
15,0.500,-0.313,9.341,3.315,12.08024,-5.00061,-0.85979
16,0.533,-0.310,8.976,3.367,6.31485,-4.96793,-2.47867
17,0.567,-0.351,9.295,3.610,4.78441,-3.04127,-3.78648
18,0.600,-0.429,9.582,3.553,4.27143,-1.22612,-6.81292
19,0.633,-0.534,9.129,3.338,1.81837,1.67883,-5.19112
20,0.667,-0.717,9.250,3.518,1.42546,2.70280,-2.86789
21,0.700,-0.155,9.380,3.766,1.60272,1.63449,-3.16795
22,0.733,-0.069,9.407,3.727,-2.50058,-1.82286,-4.08253
23,0.767,-0.307,9.507,3.600,-2.34599,-3.36639,-5.09432
24,0.800,-0.362,9.417,3.615,-2.10922,-3.15470,-7.20759
25,0.833,-0.208,9.195,3.787,-1.49213,-1.46199,-8.47955
26,0.867,-0.056,9.030,3.732,-0.65661,-0.99527,-7.25380
27,0.900,0.282,9.018,3.857,0.22503,-3.53069,-4.23948
28,0.933,-0.103,8.650,3.557,-1.08503,-5.80834,-1.31309
29,0.967,0.133,8.578,3.653,-1.30068,-5.78700,-0.33566
30,1.000,0.152,8.858,3.706,-0.61134,-2.90000,0.97417
31,1.033,-0.322,9.534,3.698,-4.56177,2.09894,2.13480
32,1.067,0.058,10.594,3.376,-3.72364,7.81090,5.97994
33,1.100,0.474,11.750,3.967,1.42564,6.86503,5.44492
34,1.133,0.517,11.323,3.676,8.82563,8.17579,-5.79964
35,1.167,0.690,9.896,3.701,5.76237,9.15845,-4.97797
36,1.200,0.651,9.618,3.120,6.26515,9.14294,2.41050
37,1.233,0.891,8.861,3.232,6.58899,4.66835,11.57470
38,1.267,1.575,7.628,2.916,-2.67454,-4.31176,14.13186
39,1.300,2.003,7.436,1.733,-10.72766,-24.94873,13.88624
40,1.333,1.403,8.847,3.159,-16.37864,-32.13079,13.51819
41,1.367,-3.205,14.569,6.639,-3.88483,-12.63735,-6.28816
42,1.400,-3.567,9.083,3.072,14.44221,9.66037,-2.87453
43,1.433,-0.115,8.871,5.492,-6.25693,18.19612,7.95551
44,1.467,0.498,9.442,4.163,5.83026,0.73142,7.08597
45,1.500,0.011,7.016,4.581,0.82853,-4.35052,-1.83325
46,1.533,-1.615,6.789,4.400,-11.02289,-1.72875,-0.97105
47,1.567,-1.745,8.076,4.089,-12.22777,2.76842,0.96492
48,1.600,-0.991,9.373,4.346,-4.88335,3.44740,0.75111
49,1.633,-0.842,10.240,4.746,3.61600,-1.98899,-2.83109
50,1.667,-1.080,11.470,4.865,3.24044,-0.67520,-5.51902
51,1.700,-1.365,11.002,3.686,12.23456,-8.32414,1.08880
52,1.733,-1.600,9.630,3.991,17.02823,-12.43417,0.78907
53,1.767,-1.172,9.266,3.463,15.16802,-13.48574,2.31626
54,1.800,-1.712,8.174,2.808,12.82614,-12.80158,-2.47551
55,1.833,-2.412,7.097,2.385,2.67846,-2.64329,-7.28580
56,1.867,-2.561,6.016,1.990,-16.73471,16.77330,-12.90599
57,1.900,-2.138,6.082,1.437,-32.94302,36.71210,-23.13802
58,1.933,-1.819,7.984,3.017,-43.48984,57.43439,-31.03571
59,1.967,5.138,16.851,7.033,-34.26930,41.84730,0.49098
60,2.000,2.407,12.304,4.602,1.96481,-20.68764,-5.71820
61,2.033,-2.508,11.079,4.998,-16.46301,-19.09005,-16.51929
62,2.067,-1.186,8.868,3.741,0.74496,-1.51572,-6.34665
63,2.100,1.278,6.739,4.095,0.05947,-0.85136,4.89431
64,2.133,1.468,6.199,4.065,-1.67563,-7.70050,1.62701
65,2.167,1.326,6.756,3.960,-8.39559,-2.74269,-8.06120
66,2.200,0.253,10.001,4.886,-1.10214,-2.01140,0.51804
67,2.233,1.057,13.314,4.579,-4.24680,-5.01995,6.31815
68,2.267,0.194,10.548,4.001,20.26382,-11.23663,-5.32930
69,2.300,0.309,10.111,4.149,3.49107,1.17975,-10.44429
70,2.333,0.565,10.789,2.952,12.35413,9.35984,-2.36067
71,2.367,0.527,9.358,3.031,20.29299,11.74337,9.53743
72,2.400,1.191,8.156,2.976,19.02173,3.40663,19.55187
73,2.433,2.792,7.517,2.075,4.53036,-15.70027,18.22401
